taxid,rank,date,shield_no
940649,POLICE OFFICER,1/9/2006,15587
940649,DETECTIVE,8/31/2015,3259
961557,POLICE OFFICER,4/6/2016,461
961185,POLICE OFFICER,1/6/2016,17505
907164,POLICE OFFICER,2/28/1994,17316
957601,POLICE OFFICER,1/7/2015,18098
953325,POLICE OFFICER,7/11/2012,14538
961186,POLICE OFFICER,1/6/2016,3544
937396,POLICE OFFICER,1/10/2005,29264
940650,POLICE OFFICER,1/9/2006,11083
971643,POLICE OFFICER,4/28/2021,16318
954279,POLICE OFFICER,1/9/2013,9500
965466,POLICE OFFICER,1/10/2018,1055
935609,POLICE OFFICER,7/1/2004,31998
931937,POLICE OFFICER,7/1/2002,20411
931937,SERGEANT,9/28/2011,5090
955393,POLICE OFFICER,7/9/2013,14578
939330,POLICE OFFICER,7/11/2005,5676
939330,DETECTIVE,6/28/2019,5306
943078,POLICE OFFICER,1/10/2007,21006
953326,POLICE OFFICER,7/11/2012,31302
953326,DETECTIVE,6/10/2021,3532
953326,SERGEANT,9/3/2021,2493
946422,POLICE OFFICER,1/7/2008,10729
946422,DETECTIVE,7/29/2019,2289
962740,POLICE OFFICER,10/11/2016,22351
951156,POLICE OFFICER,7/6/2011,20075
951156,DETECTIVE,7/30/2021,4512
939331,POLICE OFFICER,7/11/2005,5976
942055,POLICE OFFICER,7/10/2006,4081
914609,POLICE OFFICER,5/1/1995,24761
914609,SERGEANT,8/24/2001,2807
914609,LIEUTENANT,9/24/2004,
914609,CAPTAIN,8/31/2007,
939332,POLICE OFFICER,7/11/2005,1234
939332,DETECTIVE,8/31/2015,3260
937398,POLICE OFFICER,1/10/2005,26313
967300,POLICE OFFICER,1/3/2019,24009
952171,POLICE OFFICER,1/9/2012,21702
946171,POLICE OFFICER,1/7/2008,27358
935610,POLICE OFFICER,7/1/2004,25253
935610,DETECTIVE,2/9/2022,2116
953327,POLICE OFFICER,7/11/2012,7758
931064,POLICE OFFICER,7/1/2002,8718
931064,SERGEANT,1/27/2012,3411
929058,POLICE OFFICER,7/2/2001,6194
929058,SERGEANT,10/26/2012,2827
937399,POLICE OFFICER,1/10/2005,26863
937399,DETECTIVE,11/26/2013,3683
942448,POLICE OFFICER,7/10/2006,9860
958013,POLICE OFFICER,1/7/2015,15532
931938,POLICE OFFICER,7/1/2002,10473
931938,SERGEANT,11/30/2007,5049
949555,POLICE OFFICER,7/6/2010,2818
952079,POLICE OFFICER,1/9/2012,21628
952079,DETECTIVE,6/10/2021,3537
929060,POLICE OFFICER,7/2/2001,5683
929060,DETECTIVE,6/30/2006,7729
972213,POLICE OFFICER,7/7/2021,11451
957088,POLICE OFFICER,7/9/2014,8102
937400,POLICE OFFICER,1/10/2005,15990
937400,DETECTIVE,1/31/2014,5527
961187,POLICE OFFICER,1/6/2016,9004
952172,POLICE OFFICER,1/9/2012,673
952172,DETECTIVE,11/21/2017,3017
973153,POLICE OFFICER,10/15/2021,3785
965467,POLICE OFFICER,1/10/2018,28873
959938,POLICE OFFICER,10/7/2015,21879
931939,POLICE OFFICER,7/1/2002,24652
931939,SERGEANT,12/21/2007,1452
973720,POLICE OFFICER,12/29/2021,30260
935612,POLICE OFFICER,7/1/2004,24007
933532,POLICE OFFICER,7/1/2003,30585
933532,SERGEANT,7/25/2008,2441
933532,LIEUTENANT,8/1/2016,
933532,CAPTAIN,7/30/2021,
942874,POLICE OFFICER,1/10/2007,11968
933271,POLICE OFFICER,7/1/2003,14489
953328,POLICE OFFICER,7/11/2012,10654
933272,POLICE OFFICER,7/1/2003,28722
947411,POLICE OFFICER,7/8/2008,6766
933934,POLICE OFFICER,1/20/2004,27536
947837,POLICE OFFICER,7/8/2008,9833
933273,POLICE OFFICER,7/1/2003,27488
933273,SERGEANT,8/2/2011,1661
959939,POLICE OFFICER,10/7/2015,10183
971644,POLICE OFFICER,4/28/2021,8130
959940,POLICE OFFICER,10/7/2015,31236
970816,POLICE OFFICER,12/29/2020,4627
931940,POLICE OFFICER,7/1/2002,6010
931940,POLICE OFFICER,6/24/2010,1020
931940,SERGEANT,2/25/2011,3925
937401,POLICE OFFICER,1/10/2005,5316
937401,DETECTIVE,8/27/2010,2878
953330,POLICE OFFICER,7/11/2012,7767
947412,POLICE OFFICER,7/8/2008,1746
929567,POLICE OFFICER,7/1/2002,18197
929568,POLICE OFFICER,7/1/2002,22904
929568,DETECTIVE,11/24/2015,2860
947413,POLICE OFFICER,7/8/2008,7840
951158,POLICE OFFICER,7/6/2011,12325
951158,DETECTIVE,11/20/2018,1490
967301,POLICE OFFICER,1/3/2019,30768
959139,POLICE OFFICER,7/8/2015,20746
936655,POLICE OFFICER,1/10/2005,8126
936655,SERGEANT,1/27/2012,3118
929063,POLICE OFFICER,7/2/2001,17682
929063,POLICE OFFICER,4/12/2004,4759
929063,POLICE OFFICER,4/21/2004,17682
929063,SERGEANT,1/29/2021,5434
935614,POLICE OFFICER,7/1/2004,4366
935614,DETECTIVE,7/28/2014,6388
939333,POLICE OFFICER,7/11/2005,28979
939333,POLICE OFFICER,1/30/2006,31363
947414,POLICE OFFICER,7/8/2008,19549
970817,POLICE OFFICER,12/29/2020,5285
944943,POLICE OFFICER,7/9/2007,17025
944943,DETECTIVE,6/9/2017,928
956210,POLICE OFFICER,1/8/2014,10856
967303,POLICE OFFICER,1/3/2019,26599
925998,POLICE OFFICER,3/1/2000,25880
965468,POLICE OFFICER,1/10/2018,10677
971645,POLICE OFFICER,4/28/2021,5271
962059,POLICE OFFICER,7/13/2016,3458
965843,POLICE OFFICER,4/25/2018,10403
929064,POLICE OFFICER,7/2/2001,30420
929064,SERGEANT,3/28/2013,3971
962741,POLICE OFFICER,10/11/2016,22955
935615,POLICE OFFICER,7/1/2004,9607
962742,POLICE OFFICER,10/11/2016,22236
947416,POLICE OFFICER,7/8/2008,21522
971646,POLICE OFFICER,4/28/2021,17183
929065,POLICE OFFICER,7/2/2001,9268
929065,SERGEANT,11/24/2009,1502
929065,LIEUTENANT,1/30/2015,
937402,POLICE OFFICER,1/10/2005,18738
937402,DETECTIVE,4/24/2015,4818
937402,SERGEANT,3/26/2020,3719
961189,POLICE OFFICER,1/6/2016,17118
966307,POLICE OFFICER,7/2/2018,6315
943743,POLICE OFFICER,1/10/2007,13907
964733,POLICE OFFICER,10/18/2017,4501
959941,POLICE OFFICER,10/7/2015,2056
933274,POLICE OFFICER,7/1/2003,29902
933274,SERGEANT,8/29/2008,3665
944944,POLICE OFFICER,7/9/2007,7171
944944,SERGEANT,11/22/2016,2631
944944,LIEUTENANT,7/30/2021,
954280,POLICE OFFICER,1/9/2013,13736
964248,POLICE OFFICER,7/5/2017,17041
934121,POLICE OFFICER,1/20/2004,4575
957089,POLICE OFFICER,7/9/2014,13434
916565,POLICE OFFICER,6/30/1995,25213
916565,DETECTIVE,6/4/1999,6373
937403,POLICE OFFICER,1/10/2005,6617
939334,POLICE OFFICER,7/11/2005,14117
939334,SERGEANT,1/27/2012,4063
939334,LIEUTENANT,2/9/2022,
946172,POLICE OFFICER,1/7/2008,13333
946172,DETECTIVE,6/10/2021,3539
957090,POLICE OFFICER,7/9/2014,1680
963722,POLICE OFFICER,4/12/2017,6372
973722,POLICE OFFICER,12/29/2021,30488
940651,POLICE OFFICER,1/9/2006,1103
940651,SERGEANT,3/27/2018,1991
895925,POLICE OFFICER,1/1/1990,11336
895925,DETECTIVE,11/6/1997,5723
895925,SERGEANT,8/18/2000,5454
895925,SGT DET SQUAD,3/28/2008,
959140,POLICE OFFICER,7/8/2015,20995
939335,POLICE OFFICER,7/11/2005,845
972418,POLICE OFFICER,7/13/2021,27028
967006,POLICE OFFICER,1/3/2019,26350
962743,POLICE OFFICER,10/11/2016,24406
962060,POLICE OFFICER,7/13/2016,14403
931068,POLICE OFFICER,7/1/2002,15816
911152,POLICE OFFICER,4/1/1995,11093
911152,SERGEANT,12/18/1998,1166
911152,SGT DET SQUAD,10/29/2004,
911152,LIEUTENANT,4/28/2006,
911152,LT DET COMMANDER,5/30/2008,
943745,POLICE OFFICER,1/10/2007,23714
963237,POLICE OFFICER,1/4/2017,23725
946173,POLICE OFFICER,1/7/2008,26911
946173,DETECTIVE,11/22/2016,6696
946173,SERGEANT,10/7/2019,3112
926002,POLICE OFFICER,3/1/2000,18423
926002,DETECTIVE,5/30/2008,2372
926002,SERGEANT,6/29/2012,4660
926002,SGT DET SQUAD,5/3/2019,
965469,POLICE OFFICER,1/10/2018,27693
945567,POLICE OFFICER,1/7/2008,22250
946174,POLICE OFFICER,1/7/2008,30199
946174,DETECTIVE,4/1/2022,185
939336,POLICE OFFICER,7/11/2005,22609
942453,POLICE OFFICER,7/10/2006,21369
942453,SERGEANT,3/5/2019,3852
940652,POLICE OFFICER,1/9/2006,14667
970147,POLICE OFFICER,11/2/2020,11859
965471,POLICE OFFICER,1/10/2018,8672
936479,POLICE OFFICER,1/10/2005,31856
936479,SERGEANT,6/28/2013,2528
936479,LIEUTENANT,6/30/2017,
936479,CAPTAIN,5/27/2022,
967304,POLICE OFFICER,1/3/2019,24392
927441,POLICE OFFICER,9/29/2000,24829
927441,SERGEANT,3/28/2008,4742
927441,LIEUTENANT,6/24/2022,
939337,POLICE OFFICER,7/11/2005,14186
952174,POLICE OFFICER,1/9/2012,6358
958015,POLICE OFFICER,1/7/2015,16759
958015,POLICE OFFICER,7/10/2015,29291
958015,DETECTIVE,4/1/2022,1990
959141,POLICE OFFICER,7/8/2015,18228
959141,POLICE OFFICER,10/5/2016,12521
959141,DETECTIVE,4/1/2022,3228
929066,POLICE OFFICER,7/2/2001,25962
929066,DETECTIVE,11/21/2017,3122
971750,POLICE OFFICER,5/17/2021,16334
970148,POLICE OFFICER,11/2/2020,12759
951160,POLICE OFFICER,7/6/2011,17200
947417,POLICE OFFICER,7/8/2008,18336
952175,POLICE OFFICER,1/9/2012,10559
954281,POLICE OFFICER,1/9/2013,7060
920773,POLICE OFFICER,12/8/1997,5026
940653,POLICE OFFICER,1/9/2006,22483
940653,DETECTIVE,6/9/2017,930
954282,POLICE OFFICER,1/9/2013,27943
954282,DETECTIVE,5/29/2020,6928
933275,POLICE OFFICER,7/1/2003,15644
933275,SERGEANT,9/29/2008,4615
964734,POLICE OFFICER,10/18/2017,10815
924407,POLICE OFFICER,7/7/1999,10371
924407,POLICE OFFICER,8/15/2006,10674
924407,SERGEANT,3/30/2007,806
924407,LIEUTENANT,12/21/2016,
924407,CAPTAIN,9/3/2021,
970818,POLICE OFFICER,12/29/2020,6131
955396,POLICE OFFICER,7/9/2013,13688
955396,POLICE OFFICER,11/19/2020,620
955396,DETECTIVE,5/27/2022,5067
964249,POLICE OFFICER,7/5/2017,18601
949559,POLICE OFFICER,7/6/2010,14963
949559,SERGEANT,10/26/2018,1487
953331,POLICE OFFICER,7/11/2012,31673
947838,POLICE OFFICER,7/8/2008,25639
973154,POLICE OFFICER,10/15/2021,7787
972371,POLICE OFFICER,7/9/2021,21516
942454,POLICE OFFICER,7/10/2006,5843
898408,POLICE OFFICER,10/15/1990,25913
898408,DETECTIVE,12/5/1997,5980
942455,POLICE OFFICER,7/10/2006,8626
964256,POLICE OFFICER,7/5/2017,18610
946176,POLICE OFFICER,1/7/2008,27360
967665,POLICE OFFICER,4/15/2019,4407
955397,POLICE OFFICER,7/9/2013,14591
955397,SERGEANT,12/19/2019,5145
972910,POLICE OFFICER,10/12/2021,8446
968098,POLICE OFFICER,7/1/2019,14148
951161,POLICE OFFICER,7/6/2011,9433
935619,POLICE OFFICER,7/1/2004,30401
935619,DETECTIVE,8/27/2010,3235
935619,SERGEANT,12/17/2015,3628
935619,SGT DET SQUAD,10/18/2021,
959411,POLICE OFFICER,7/8/2015,21064
933533,POLICE OFFICER,7/1/2003,2545
933533,DETECTIVE,5/30/2008,2376
940575,POLICE OFFICER,1/9/2006,25905
940575,DETECTIVE,11/22/2016,6705
939338,POLICE OFFICER,7/11/2005,29531
939338,SERGEANT,9/28/2011,5096
939338,LIEUTENANT,11/20/2018,
939338,LT DET COMMANDER,9/3/2021,
968752,POLICE OFFICER,10/7/2019,12800
961193,POLICE OFFICER,1/6/2016,3555
957092,POLICE OFFICER,7/9/2014,14033
973155,POLICE OFFICER,10/15/2021,8464
934346,POLICE OFFICER,7/1/2004,24012
934346,DETECTIVE,12/21/2016,5913
948159,POLICE OFFICER,1/14/2009,9726
941247,POLICE OFFICER,7/10/2006,19713
941247,DETECTIVE,12/19/2014,4100
949908,POLICE OFFICER,7/6/2011,23350
949908,DETECTIVE,11/26/2019,2891
955398,POLICE OFFICER,7/9/2013,9853
956211,POLICE OFFICER,1/8/2014,12458
935620,POLICE OFFICER,7/1/2004,20606
939339,POLICE OFFICER,7/11/2005,2860
951163,POLICE OFFICER,7/6/2011,2705
955399,POLICE OFFICER,7/9/2013,16835
955399,DETECTIVE,6/10/2021,3541
940656,POLICE OFFICER,1/9/2006,4845
940656,DETECTIVE,12/19/2014,4273
955400,POLICE OFFICER,7/9/2013,17618
955400,SERGEANT,9/3/2021,2500
947419,POLICE OFFICER,7/8/2008,642
970149,POLICE OFFICER,11/2/2020,25628
970150,POLICE OFFICER,11/2/2020,13135
918237,POLICE OFFICER,7/18/1996,10706
918237,SERGEANT,4/25/2003,2716
918237,LIEUTENANT,2/24/2017,
918237,LT DET COMMANDER,5/27/2022,
952177,POLICE OFFICER,1/9/2012,13545
957094,POLICE OFFICER,7/9/2014,6410
971649,POLICE OFFICER,4/28/2021,19443
907530,POLICE OFFICER,2/28/1994,19462
907530,DETECTIVE,6/4/1999,6634
907530,DETECTIVE,2/8/2010,6201
907530,DETECTIVE,3/23/2010,6634
923057,POLICE OFFICER,8/31/1998,10703
923057,DETECTIVE,10/29/2004,1656
923057,SERGEANT,11/30/2007,4920
931071,POLICE OFFICER,7/1/2002,31952
933276,POLICE OFFICER,7/1/2003,15659
939341,POLICE OFFICER,7/11/2005,27982
940657,POLICE OFFICER,1/9/2006,4854
945298,POLICE OFFICER,7/9/2007,21138
956212,POLICE OFFICER,1/8/2014,11467
956212,POLICE OFFICER,8/9/2019,11513
958017,POLICE OFFICER,1/7/2015,23543
931072,POLICE OFFICER,7/1/2002,28899
931072,DETECTIVE,7/30/2021,4491
931073,POLICE OFFICER,7/1/2002,22786
931073,SERGEANT,9/28/2007,4470
931073,SGT DET SQUAD,11/24/2020,
939342,POLICE OFFICER,7/11/2005,9899
939342,DETECTIVE,10/25/2013,2348
955401,POLICE OFFICER,7/9/2013,12593
959942,POLICE OFFICER,10/7/2015,14030
964735,POLICE OFFICER,10/18/2017,8490
935623,POLICE OFFICER,7/1/2004,31417
935623,POLICE OFFICER,5/2/2016,3823
935623,POLICE OFFICER,12/15/2017,31417
937408,POLICE OFFICER,1/10/2005,10703
937408,DETECTIVE,5/2/2016,4662
939343,POLICE OFFICER,7/11/2005,16076
939343,DETECTIVE,11/22/2016,6709
939357,POLICE OFFICER,7/11/2005,4970
939357,SERGEANT,1/27/2012,4117
939357,LIEUTENANT,12/22/2020,
942456,POLICE OFFICER,7/10/2006,14964
942456,DETECTIVE,8/1/2016,3288
949907,POLICE OFFICER,7/6/2011,20579
970819,POLICE OFFICER,12/29/2020,4640
942457,POLICE OFFICER,7/10/2006,18676
942457,DETECTIVE,11/24/2020,6577
939345,POLICE OFFICER,7/11/2005,8909
968755,POLICE OFFICER,10/7/2019,10246
970151,POLICE OFFICER,11/2/2020,12797
952178,POLICE OFFICER,1/9/2012,14355
968760,POLICE OFFICER,10/7/2019,26496
937410,POLICE OFFICER,1/10/2005,1543
949561,POLICE OFFICER,7/6/2010,499
949561,SERGEANT,5/3/2019,4795
952179,POLICE OFFICER,1/9/2012,15440
952179,SERGEANT,2/9/2022,3059
970152,POLICE OFFICER,11/2/2020,14586
937411,POLICE OFFICER,1/10/2005,29161
935914,POLICE OFFICER,7/1/2004,29791
935914,DETECTIVE,12/21/2018,5701
926007,POLICE OFFICER,3/1/2000,2754
947692,POLICE OFFICER,7/8/2008,6779
968433,POLICE OFFICER,10/7/2019,9145
939347,POLICE OFFICER,7/11/2005,11652
939347,POLICE OFFICER,4/10/2019,17295
972462,POLICE OFFICER,7/16/2021,27164
934124,POLICE OFFICER,1/20/2004,5681
947421,POLICE OFFICER,7/8/2008,27492
956213,POLICE OFFICER,1/8/2014,11804
971204,POLICE OFFICER,2/24/2021,26773
937412,POLICE OFFICER,1/10/2005,27843
944945,POLICE OFFICER,7/9/2007,13781
944945,SERGEANT,10/26/2018,1179
972912,POLICE OFFICER,10/12/2021,5424
942458,POLICE OFFICER,7/10/2006,4615
942458,SERGEANT,3/28/2013,4154
954285,POLICE OFFICER,1/9/2013,30263
973724,POLICE OFFICER,12/29/2021,30889
939348,POLICE OFFICER,7/11/2005,10590
970820,POLICE OFFICER,12/29/2020,6684
946706,POLICE OFFICER,7/8/2008,18355
946706,SERGEANT,8/31/2015,5444
946706,LIEUTENANT,5/29/2020,
946545,POLICE OFFICER,1/7/2008,25611
941499,POLICE OFFICER,7/10/2006,13322
949562,POLICE OFFICER,7/6/2010,2835
958504,POLICE OFFICER,7/8/2015,21222
946546,POLICE OFFICER,1/7/2008,30531
954287,POLICE OFFICER,1/9/2013,8164
926009,POLICE OFFICER,3/1/2000,27618
926009,DETECTIVE,2/28/2014,6953
937413,POLICE OFFICER,1/10/2005,3088
937413,DETECTIVE,12/19/2014,4103
939350,POLICE OFFICER,7/11/2005,22717
952180,POLICE OFFICER,1/9/2012,17667
952180,DETECTIVE,6/10/2021,3823
952181,POLICE OFFICER,1/9/2012,16673
952181,DETECTIVE,7/30/2021,3942
972918,POLICE OFFICER,10/12/2021,7791
973725,POLICE OFFICER,12/29/2021,31215
942460,POLICE OFFICER,7/10/2006,27308
959144,POLICE OFFICER,7/8/2015,18513
968099,POLICE OFFICER,7/1/2019,19017
972911,POLICE OFFICER,10/12/2021,4425
951164,POLICE OFFICER,7/6/2011,8124
951164,DETECTIVE,2/9/2022,2127
973726,POLICE OFFICER,12/29/2021,31381
956214,POLICE OFFICER,1/8/2014,12123
947423,POLICE OFFICER,7/8/2008,5923
961558,POLICE OFFICER,4/6/2016,7657
935629,POLICE OFFICER,7/1/2004,13149
959943,POLICE OFFICER,10/7/2015,22054
937414,POLICE OFFICER,1/10/2005,31609
937414,DETECTIVE,3/27/2015,5315
947424,POLICE OFFICER,7/8/2008,11312
947424,DETECTIVE,7/30/2021,3939
911459,POLICE OFFICER,4/1/1995,11126
911459,DETECTIVE,12/24/2001,4813
943750,POLICE OFFICER,1/10/2007,12876
942490,POLICE OFFICER,7/10/2006,28987
939352,POLICE OFFICER,7/11/2005,5483
963238,POLICE OFFICER,1/4/2017,24686
968756,POLICE OFFICER,10/7/2019,25889
940661,POLICE OFFICER,1/9/2006,31179
940661,SERGEANT,4/25/2014,3275
973727,POLICE OFFICER,12/29/2021,20222
964253,POLICE OFFICER,7/5/2017,19943
949563,POLICE OFFICER,7/6/2010,13884
949563,DETECTIVE,7/29/2019,273
959944,POLICE OFFICER,10/7/2015,5047
973728,POLICE OFFICER,12/29/2021,20448
923061,POLICE OFFICER,8/31/1998,8851
923061,POLICE OFFICER,1/14/2000,8884
923061,DETECTIVE,12/21/2006,6076
946181,POLICE OFFICER,1/7/2008,28037
935630,POLICE OFFICER,7/1/2004,22946
946179,POLICE OFFICER,1/7/2008,27733
946179,DETECTIVE,12/22/2017,5376
926013,POLICE OFFICER,3/1/2000,27624
926013,SERGEANT,3/28/2008,4745
926015,POLICE OFFICER,3/1/2000,21191
926015,POLICE OFFICER,6/29/2004,14441
929070,POLICE OFFICER,7/2/2001,24782
929070,DETECTIVE,3/30/2007,6039
955402,POLICE OFFICER,7/9/2013,19535
956215,POLICE OFFICER,1/8/2014,12462
956215,POLICE OFFICER,2/23/2015,10111
972369,POLICE OFFICER,7/9/2021,28320
947425,POLICE OFFICER,7/8/2008,5148
947425,POLICE OFFICER,5/13/2013,32
947425,SERGEANT,9/28/2015,1501
949564,POLICE OFFICER,7/6/2010,1306
949564,DETECTIVE,10/28/2019,3968
947944,POLICE OFFICER,1/14/2009,8696
947944,SERGEANT,1/30/2018,5012
965846,POLICE OFFICER,4/25/2018,12022
946180,POLICE OFFICER,1/7/2008,13406
940659,POLICE OFFICER,1/9/2006,15722
940659,SERGEANT,2/9/2022,3050
949909,POLICE OFFICER,7/6/2011,21394
949909,DETECTIVE,12/22/2017,5384
949909,SERGEANT,1/30/2018,4282
942462,POLICE OFFICER,7/10/2006,28182
961196,POLICE OFFICER,1/6/2016,17123
972915,POLICE OFFICER,10/12/2021,6551
965847,POLICE OFFICER,4/25/2018,10731
965847,POLICE OFFICER,10/15/2021,22668
970824,POLICE OFFICER,12/29/2020,8995
937416,POLICE OFFICER,1/10/2005,9718
947355,POLICE OFFICER,7/8/2008,15199
965848,POLICE OFFICER,4/25/2018,4607
933279,POLICE OFFICER,7/1/2003,28141
965476,POLICE OFFICER,1/10/2018,26663
971205,POLICE OFFICER,2/24/2021,22411
972916,POLICE OFFICER,10/12/2021,6852
939085,POLICE OFFICER,7/11/2005,18829
947426,POLICE OFFICER,7/8/2008,24472
947426,SERGEANT,12/19/2014,75
963239,POLICE OFFICER,1/4/2017,21434
959146,POLICE OFFICER,7/8/2015,31126
962061,POLICE OFFICER,7/13/2016,6334
962061,DETECTIVE,9/3/2021,4775
942875,POLICE OFFICER,1/10/2007,18272
942875,SERGEANT,3/28/2013,4157
940660,POLICE OFFICER,1/9/2006,30629
940660,DETECTIVE,3/27/2015,5316
968101,POLICE OFFICER,7/1/2019,20999
972917,POLICE OFFICER,10/12/2021,7282
919641,POLICE OFFICER,4/15/1997,23764
919641,SERGEANT,6/28/2007,4389
965477,POLICE OFFICER,1/10/2018,26683
964254,POLICE OFFICER,7/5/2017,19485
951165,POLICE OFFICER,7/6/2011,1802
959147,POLICE OFFICER,7/8/2015,18658
969336,POLICE OFFICER,1/6/2020,28215
963240,POLICE OFFICER,1/4/2017,21075
924409,POLICE OFFICER,7/7/1999,5840
924409,SERGEANT,4/29/2005,2754
924409,LIEUTENANT,2/25/2011,
959945,POLICE OFFICER,10/7/2015,22061
943751,POLICE OFFICER,1/10/2007,8535
943751,SERGEANT,10/25/2013,4790
943751,LIEUTENANT,1/29/2021,
954971,POLICE OFFICER,7/9/2013,5592
954971,SERGEANT,9/3/2021,2703
963241,POLICE OFFICER,1/4/2017,21190
967666,POLICE OFFICER,4/15/2019,12985
968102,POLICE OFFICER,7/1/2019,21015
964255,POLICE OFFICER,7/5/2017,23635
972370,POLICE OFFICER,7/9/2021,24866
967667,POLICE OFFICER,4/15/2019,14456
971651,POLICE OFFICER,4/28/2021,20789
972216,POLICE OFFICER,7/7/2021,15214
970155,POLICE OFFICER,11/2/2020,16988
952173,POLICE OFFICER,1/9/2012,4091
973721,POLICE OFFICER,12/29/2021,23811
971650,POLICE OFFICER,4/28/2021,20183
973156,POLICE OFFICER,10/15/2021,7301
967668,POLICE OFFICER,4/15/2019,10119
970157,POLICE OFFICER,11/2/2020,22404
968103,POLICE OFFICER,7/1/2019,18367
916584,POLICE OFFICER,6/30/1995,21337
972372,POLICE OFFICER,7/9/2021,21829
958607,POLICE OFFICER,7/8/2015,18063
971206,POLICE OFFICER,2/24/2021,23350
939351,POLICE OFFICER,7/11/2005,29006
939351,SERGEANT,3/2/2015,2279
916978,POLICE OFFICER,6/30/1995,26673
939775,POLICE OFFICER,1/9/2006,11545
931944,POLICE OFFICER,7/1/2002,30145
931944,SERGEANT,9/29/2008,4820
931944,LIEUTENANT,6/10/2021,
927809,POLICE OFFICER,7/2/2001,7164
927809,SERGEANT,6/10/2021,1400
924411,POLICE OFFICER,7/7/1999,18816
924411,SERGEANT,8/26/2005,331
924411,LIEUTENANT,6/27/2008,
924411,CAPTAIN,10/31/2011,
924411,DEPUTY INSPECTOR,12/18/2015,
924411,INSPECTOR,5/29/2020,
973729,POLICE OFFICER,12/29/2021,31385
970848,POLICE OFFICER,12/29/2020,3850
970848,POLICE OFFICER,4/9/2021,14610
956216,POLICE OFFICER,1/8/2014,14610
956216,SERGEANT,3/5/2019,3880
942465,POLICE OFFICER,7/10/2006,8752
942465,DETECTIVE,11/25/2014,7359
970159,POLICE OFFICER,11/2/2020,22405
973730,POLICE OFFICER,12/29/2021,20230
931081,POLICE OFFICER,7/1/2002,20412
931081,DETECTIVE,2/24/2017,6512
959148,POLICE OFFICER,7/8/2015,17890
937419,POLICE OFFICER,1/10/2005,1662
937419,SERGEANT,11/23/2010,4105
937419,LIEUTENANT,7/28/2014,
937419,CAPTAIN,8/27/2018,
937419,DEPUTY INSPECTOR,7/30/2021,
972920,POLICE OFFICER,10/12/2021,2146
950699,POLICE OFFICER,7/6/2011,8157
950699,DETECTIVE,10/18/2021,6321
951167,POLICE OFFICER,7/6/2011,23375
955403,POLICE OFFICER,7/9/2013,2532
955403,DETECTIVE,11/26/2019,3538
951168,POLICE OFFICER,7/6/2011,28316
951168,SERGEANT,9/3/2021,373
946182,POLICE OFFICER,1/7/2008,14838
946182,DETECTIVE,11/24/2015,2934
947109,POLICE OFFICER,7/8/2008,4413
964736,POLICE OFFICER,10/18/2017,4077
933282,POLICE OFFICER,7/1/2003,23693
937421,POLICE OFFICER,1/10/2005,13265
937421,SERGEANT,9/3/2021,2508
935635,POLICE OFFICER,7/1/2004,6705
935635,SERGEANT,2/28/2014,2973
935635,LIEUTENANT,5/3/2019,
933284,POLICE OFFICER,7/1/2003,30154
933284,DETECTIVE,11/2/2009,1778
933284,DETECTIVE,12/14/2018,2798
933285,POLICE OFFICER,7/1/2003,28731
933285,SERGEANT,7/25/2008,2465
933285,LIEUTENANT,10/30/2015,
955405,POLICE OFFICER,7/9/2013,3512
970825,POLICE OFFICER,12/29/2020,5302
955406,POLICE OFFICER,7/9/2013,17628
955406,DETECTIVE,12/22/2020,3522
935636,POLICE OFFICER,7/1/2004,9991
961198,POLICE OFFICER,1/6/2016,11314
972463,POLICE OFFICER,7/16/2021,27273
923065,POLICE OFFICER,8/31/1998,8730
923065,SERGEANT,11/25/2003,1225
923065,LIEUTENANT,10/31/2011,
923065,LT SPECIAL ASSIGN,12/18/2015,
957098,POLICE OFFICER,7/9/2014,14457
937138,POLICE OFFICER,1/10/2005,12743
929078,POLICE OFFICER,7/2/2001,2494
929078,SERGEANT,3/28/2013,4169
929078,LIEUTENANT,1/29/2021,
971652,POLICE OFFICER,4/28/2021,21298
947843,POLICE OFFICER,7/8/2008,9835
947843,SERGEANT,6/28/2019,335
949565,POLICE OFFICER,7/6/2010,4523
949565,SERGEANT,2/9/2022,3062
951169,POLICE OFFICER,7/6/2011,23404
951169,POLICE OFFICER,3/6/2014,19553
934127,POLICE OFFICER,1/20/2004,29661
934127,DETECTIVE,12/21/2016,5914
962747,POLICE OFFICER,10/11/2016,22355
966813,POLICE OFFICER,10/24/2018,6812
951170,POLICE OFFICER,7/6/2011,19441
946707,POLICE OFFICER,7/8/2008,22764
965849,POLICE OFFICER,4/25/2018,2379
971207,POLICE OFFICER,2/24/2021,26515
971653,POLICE OFFICER,4/28/2021,15122
926020,POLICE OFFICER,3/1/2000,5804
926020,DETECTIVE,10/26/2007,7620
955407,POLICE OFFICER,7/9/2013,17650
939359,POLICE OFFICER,7/11/2005,2037
964257,POLICE OFFICER,7/5/2017,25746
952724,POLICE OFFICER,7/11/2012,23968
959947,POLICE OFFICER,10/7/2015,19493
946183,POLICE OFFICER,1/7/2008,28427
943926,POLICE OFFICER,1/10/2007,18826
943926,SERGEANT,9/28/2015,985
947428,POLICE OFFICER,7/8/2008,2176
947428,DETECTIVE,6/24/2016,4944
947428,SERGEANT,11/24/2020,5360
926352,POLICE OFFICER,3/1/2000,23814
926352,SERGEANT,9/28/2011,5118
